rating,imagenum,nameverified,verified,Topic1,Topic2,Topic3,Topic4,Topic5,Sentiment,Length,Sentences,readability,SummaryLength,SummarySentiment,score
5.0,0,0.0,1,0.19704000651836395,0.13864000141620636,0.24873000383377075,0.061739999800920486,0.3538399934768677,0.4404,1,1,121.22,2,0.0,49.5
5.0,0,0.0,1,0.18636000156402588,0.1433199942111969,0.2430800050497055,0.0619099996984005,0.36531999707221985,0.5932,39,4,69.99,8,0.6664,49.5
4.0,0,0.0,1,0.19717000424861908,0.13593000173568726,0.25224000215530396,0.05967000126838684,0.35499000549316406,0.6884,49,3,88.77,9,0.2846,49.5
5.0,0,0.0,1,0.18761999905109406,0.1451999992132187,0.24696999788284302,0.060430001467466354,0.3597800135612488,0.0,15,2,89.24,2,0.5106,49.5
5.0,0,0.0,1,0.197270005941391,0.13845999538898468,0.24831999838352203,0.06069999933242798,0.35523998737335205,0.0,3,1,59.97,3,0.0,49.5
5.0,0,0.0,1,0.18852999806404114,0.13781000673770905,0.24722999334335327,0.067330002784729,0.35910001397132874,0.6696,13,1,92.12,2,0.6696,49.5
5.0,0,0.0,1,0.1867399960756302,0.15253999829292297,0.24772000312805176,0.06061000004410744,0.35238999128341675,0.784,5,1,66.4,2,0.6588,49.5
5.0,0,0.0,1,0.18977999687194824,0.144679993391037,0.24589000642299652,0.06739000231027603,0.3522700071334839,0.8957,14,1,99.57,2,0.0,49.5
5.0,0,0.0,1,0.20029999315738678,0.13541999459266663,0.24661000072956085,0.06174999848008156,0.3559199869632721,0.5267,27,1,60.99,8,0.6249,94.5
5.0,0,0.0,1,0.18253999948501587,0.13494999706745148,0.24472999572753906,0.05923999845981598,0.3785400092601776,0.1388,62,3,84.3,6,0.742,94.5
2.0,0,0.0,1,0.18445000052452087,0.13956999778747559,0.26162999868392944,0.059870000928640366,0.35447999835014343,-0.1531,21,2,94.66,2,0.0,94.5
4.0,0,0.0,1,0.18187999725341797,0.1347299963235855,0.26534000039100647,0.05835999920964241,0.35969001054763794,0.8246,98,1,-11.08,5,0.128,94.5
5.0,0,1.0,1,0.18613000214099884,0.14336000382900238,0.2469100058078766,0.06755000352859497,0.3560500144958496,0.8481,7,1,115.13,2,0.0,94.5
5.0,0,0.0,1,0.19528000056743622,0.1373700052499771,0.25433000922203064,0.06030000001192093,0.35273000597953796,0.7769,26,1,70.47,3,0.4588,94.5
5.0,0,0.0,1,0.18672999739646912,0.1380700021982193,0.24770000576972961,0.0751200020313263,0.3523699939250946,0.784,2,1,77.91,2,0.0,94.5
2.0,0,1.0,1,0.19970999658107758,0.13788999617099762,0.25049999356269836,0.06032999977469444,0.3515700101852417,0.6956,92,6,81.33,5,0.5994,94.5
4.0,0,0.0,1,0.18849000334739685,0.13357000052928925,0.2580299973487854,0.06650999933481216,0.35339999198913574,0.4026,71,1,16.33,10,-0.1531,94.5
5.0,0,0.0,1,0.19709999859333038,0.14256000518798828,0.24696999788284302,0.059470001608133316,0.35390999913215637,0.9228,43,4,85.89,4,0.3612,94.5
5.0,0,0.0,1,0.18964999914169312,0.13767999410629272,0.2533000111579895,0.06801000237464905,0.3513700067996979,0.5719,14,1,74.19,3,0.6249,157.5
5.0,0,0.0,1,0.18910999596118927,0.13787999749183655,0.25626999139785767,0.06052999943494797,0.356220006942749,0.7959,8,2,84.34,2,0.0,157.5
5.0,0,0.0,1,0.18698999285697937,0.1377599984407425,0.24740999937057495,0.06046999990940094,0.36737000942230225,0.7096,11,2,99.73,3,0.0,157.5
5.0,0,0.0,1,0.18491999804973602,0.1401199996471405,0.25982001423835754,0.05936000123620033,0.3557800054550171,0.9158,55,4,91.31,2,0.6588,157.5
5.0,0,0.0,1,0.1846500039100647,0.13652999699115753,0.24660000205039978,0.059939999133348465,0.3722899854183197,0.0516,29,3,70.09,2,0.5563,157.5
5.0,0,0.0,1,0.18456000089645386,0.14106999337673187,0.2507300078868866,0.07339999824762344,0.35023999214172363,0.5994,86,1,1.11,8,0.6369,157.5
1.0,0,0.0,1,0.1853799968957901,0.13707000017166138,0.25143998861312866,0.060169998556375504,0.3659299910068512,0.0,11,1,68.77,2,-0.2732,157.5
5.0,0,0.0,1,0.18476000428199768,0.1366100013256073,0.24508999288082123,0.06441999971866608,0.3691200017929077,0.6633,17,2,88.23,4,0.6468,157.5
3.0,0,0.0,1,0.18499000370502472,0.13930000364780426,0.2524299919605255,0.0751200020313263,0.3481599986553192,-0.3363,63,4,80.82,11,0.5267,157.5
5.0,0,0.0,1,0.18994000554084778,0.13544000685214996,0.2427300065755844,0.060770001262426376,0.3711099922657013,0.9153,123,4,65.59,7,0.0,157.5
5.0,0,0.0,1,0.19099999964237213,0.13760000467300415,0.24685999751091003,0.06086000055074692,0.3636699914932251,0.6474,8,1,88.74,2,0.0,223.5
5.0,74,0.0,1,0.1902099996805191,0.1376499980688095,0.24695000052452087,0.060419999063014984,0.36476001143455505,0.8434,9,1,96.18,2,0.0,223.5
4.0,0,0.0,1,0.19840000569820404,0.14771999418735504,0.24733999371528625,0.058490000665187836,0.3480600118637085,0.9835,107,8,74.79,9,0.7645,223.5
5.0,0,0.0,1,0.1842699944972992,0.15056000649929047,0.24868999421596527,0.057349998503923416,0.3591200113296509,0.982,241,2,-25.46,11,0.7351,223.5
2.0,0,0.0,1,0.1861100047826767,0.1444000005722046,0.24687999486923218,0.06041000038385391,0.362199991941452,0.0,7,1,89.75,6,0.4404,223.5
5.0,0,1.0,1,0.19765999913215637,0.13770000636577606,0.2527500092983246,0.0604499988257885,0.3514400124549866,0.8588,16,1,72.16,2,0.0,223.5
5.0,0,1.0,0,0.1819700002670288,0.134770005941391,0.27518001198768616,0.05959999933838844,0.348470002412796,0.984,136,1,-49.65,3,0.7644,223.5
5.0,0,0.0,1,0.18865999579429626,0.1378600001335144,0.2478799968957901,0.07761000096797943,0.34797999262809753,0.9501,17,2,45.93,2,0.0,223.5
4.0,0,0.0,1,0.18667000532150269,0.1384499967098236,0.2451000064611435,0.06669999659061432,0.3630799949169159,0.8248,42,3,65.73,6,0.5719,223.5
4.0,0,0.0,1,0.19220000505447388,0.14913000166416168,0.24685999751091003,0.06040000170469284,0.35141000151634216,0.1779,5,1,83.32,1,0.0,223.5
5.0,0,0.0,1,0.19539999961853027,0.13650000095367432,0.24880999326705933,0.05992000177502632,0.359360009431839,0.1255,27,3,79.26,2,0.0,283.5
3.0,0,0.0,0,0.20826999843120575,0.13415999710559845,0.25091999769210815,0.058880001306533813,0.34777000546455383,0.0021,67,8,88.33,15,0.2846,283.5
5.0,0,0.0,1,0.19645999372005463,0.14143000543117523,0.24774999916553497,0.06058000028133392,0.35378000140190125,0.8398,6,1,73.85,12,0.4152,283.5
3.0,0,0.0,1,0.1903200000524521,0.1437399983406067,0.2503400146961212,0.06024999916553497,0.35534998774528503,-0.572,23,2,93.64,8,-0.4717,283.5
5.0,0,0.0,1,0.20216000080108643,0.13759000599384308,0.24740999937057495,0.06041000038385391,0.35242998600006104,0.5719,16,1,89.08,2,0.0,283.5
5.0,0,0.0,1,0.18908999860286713,0.14305999875068665,0.24608999490737915,0.06013999879360199,0.3616200089454651,0.6369,17,1,79.6,10,0.6369,283.5
1.0,0,0.0,0,0.18528999388217926,0.136680006980896,0.267769992351532,0.05999999865889549,0.3502599895000458,-0.5994,21,1,100.92,1,0.0,283.5
3.0,0,0.0,1,0.20409999787807465,0.1361600011587143,0.2445800006389618,0.059769999235868454,0.3553900122642517,0.7519,47,1,57.61,1,0.0,283.5
5.0,74,0.0,1,0.20264999568462372,0.13831999897956848,0.2441900074481964,0.05908999964594841,0.3557499945163727,0.9153,67,6,93.95,4,0.7906,283.5
5.0,0,0.0,1,0.18393999338150024,0.15131999552249908,0.25466999411582947,0.059709999710321426,0.3503600060939789,0.6369,26,1,70.47,3,0.6369,283.5
5.0,0,0.0,1,0.18750999867916107,0.13864000141620636,0.2591499984264374,0.06086000055074692,0.3538399934768677,0.4588,3,1,59.97,2,0.0,322.5
2.0,0,0.0,1,0.18203000724315643,0.15952999889850616,0.24754999577999115,0.05883999913930893,0.3520500063896179,0.204,94,1,-7.02,3,0.0,322.5
5.0,0,0.0,1,0.1954600065946579,0.13615000247955322,0.25165998935699463,0.05973000079393387,0.35701000690460205,0.8439,35,1,61.33,1,0.5106,322.5
5.0,0,0.0,1,0.1849599927663803,0.13422000408172607,0.2777999937534332,0.05851000174880028,0.3445099890232086,0.0056,107,1,-11.76,8,0.0,322.5
5.0,0,0.0,1,0.19179999828338623,0.1449500024318695,0.24799999594688416,0.06032000109553337,0.35493001341819763,0.0,22,1,91.45,10,0.0,322.5
3.0,0,0.0,0,0.18863999843597412,0.13547000288963318,0.24886000156402588,0.06306000053882599,0.363970011472702,-0.7269,48,3,80.62,4,0.0,322.5
4.0,0,0.0,1,0.17880000174045563,0.13264000415802002,0.28321999311447144,0.0568000003695488,0.3485400080680847,0.992,297,14,66.88,14,0.4939,322.5
1.0,0,0.0,1,0.18779000639915466,0.13582000136375427,0.25314998626708984,0.06782999634742737,0.35541000962257385,-0.296,35,3,93.44,7,-0.2263,322.5
5.0,0,0.0,1,0.18413999676704407,0.13610999286174774,0.244159996509552,0.0597199983894825,0.3758600056171417,0.7501,16,1,46.78,2,0.2716,322.5
4.0,0,0.0,1,0.20535999536514282,0.13797999918460846,0.24598999321460724,0.0594400018453598,0.35124000906944275,0.5148,39,1,48.81,14,0.7906,322.5
5.0,0,0.0,1,0.18929000198841095,0.13734999299049377,0.2464199960231781,0.07326000183820724,0.3536800146102905,0.7906,11,1,85.69,3,0.6249,351.5
3.0,0,0.0,1,0.18583999574184418,0.13596999645233154,0.2446800023317337,0.059689998626708984,0.3738099932670593,-0.3167,43,2,66.57,8,0.0,351.5
5.0,0,0.0,1,0.1914599984884262,0.13715000450611115,0.24671000242233276,0.07265999913215637,0.3520300090312958,0.901,66,2,46.44,5,0.5719,103.5
5.0,0,0.0,1,0.1864199936389923,0.13785000145435333,0.24786999821662903,0.060520000755786896,0.3673500120639801,0.0,8,1,71.82,2,0.0,103.5
5.0,0,0.0,1,0.1875399947166443,0.1489199995994568,0.24876999855041504,0.06089000031352043,0.35387998819351196,0.0,4,1,92.8,1,0.0,103.5
5.0,0,0.0,1,0.18790000677108765,0.14309999346733093,0.24548999965190887,0.060029998421669006,0.36348000168800354,0.8196,13,1,75.2,7,0.8196,103.5
3.0,0,0.0,1,0.185589998960495,0.13728000223636627,0.26576000452041626,0.0597199983894825,0.35166001319885254,0.7003,60,5,84.68,10,0.4404,103.5
5.0,0,0.0,1,0.18679000437259674,0.1437000036239624,0.24730999767780304,0.060440000146627426,0.3617599904537201,0.0516,4,1,92.8,2,0.0,103.5
5.0,0,0.0,1,0.18865999579429626,0.13548000156879425,0.2584500014781952,0.059450000524520874,0.3579599857330322,0.923,30,1,49.49,2,0.6696,103.5
5.0,0,0.0,1,0.19061000645160675,0.13770000636577606,0.2470400035381317,0.060440000146627426,0.36421999335289,0.6369,8,2,84.34,3,0.6369,103.5
5.0,0,0.0,1,0.19246000051498413,0.13788999617099762,0.2472900003194809,0.0609700009226799,0.36138999462127686,-0.3069,7,2,84.84,2,0.0,167.5
2.0,0,0.0,1,0.18292999267578125,0.13694000244140625,0.23802000284194946,0.061089999973773956,0.3810200095176697,0.9419,193,7,68.84,11,-0.4404,167.5
5.0,0,0.0,1,0.1901399940252304,0.13866999745368958,0.2487799972295761,0.06463000178337097,0.35778000950813293,0.8437,34,1,62.35,2,0.5719,167.5
5.0,0,0.0,1,0.18664999306201935,0.1507200002670288,0.24899999797344208,0.05967000126838684,0.35394999384880066,0.8857,31,1,65.39,10,0.7174,167.5
5.0,0,0.0,1,0.18407000601291656,0.13432000577449799,0.25630998611450195,0.07227999716997147,0.35300999879837036,0.9335,61,2,57.44,3,0.6696,167.5
4.0,0,0.0,1,0.20332999527454376,0.1363999992609024,0.24165000021457672,0.0587799996137619,0.3598400056362152,0.8481,54,1,16.67,2,0.5279,167.5
4.0,0,0.0,1,0.18637999892234802,0.1347299963235855,0.2678300142288208,0.05909999832510948,0.35196998715400696,0.8722,93,5,86.44,8,0.4588,167.5
5.0,0,0.0,1,0.18900999426841736,0.13866999745368958,0.25071999430656433,0.07117000222206116,0.3504300117492676,0.6249,22,1,74.53,3,0.6249,167.5
3.0,0,0.0,1,0.1829800009727478,0.13636000454425812,0.26952001452445984,0.059300001710653305,0.35183998942375183,0.4779,57,1,39.0,8,0.6249,167.5
5.0,0,0.0,1,0.1849599927663803,0.14871999621391296,0.24500000476837158,0.05990999937057495,0.361409991979599,0.3716,35,1,61.33,5,0.0,167.5
5.0,0,0.0,1,0.1887200027704239,0.13311000168323517,0.2480199933052063,0.05843999981880188,0.3716999888420105,0.9678,106,8,91.82,10,0.6369,233.0
1.0,0,0.0,1,0.18520000576972961,0.1383800059556961,0.24526000022888184,0.07998999953269958,0.3511599898338318,-0.321,80,6,74.9,10,0.0,233.0
5.0,0,0.0,1,0.1867399960756302,0.15253999829292297,0.24772000312805176,0.06061000004410744,0.35238999128341675,0.6249,2,1,77.91,2,0.0,233.0
5.0,0,0.0,1,0.18752999603748322,0.1386599987745285,0.2487500011920929,0.06086999922990799,0.364190012216568,0.34,3,1,59.97,1,0.6249,233.0
5.0,0,0.0,1,0.18649999797344208,0.15277999639511108,0.2460000067949295,0.06019999831914902,0.3545199930667877,0.6369,29,2,82.14,3,0.0,233.0
5.0,0,0.0,1,0.1824599951505661,0.1338299959897995,0.2441900074481964,0.05816999822854996,0.38133999705314636,-0.012,138,1,-51.68,9,0.128,2481.0
1.0,0,0.0,1,0.1857299953699112,0.13384999334812164,0.24098999798297882,0.06160999834537506,0.3778199851512909,0.7979,87,6,65.22,6,-0.1027,233.0
5.0,0,0.0,1,0.1925400048494339,0.14708000421524048,0.24630999565124512,0.06026000156998634,0.35381001234054565,0.7906,6,1,90.77,6,0.7906,233.0
5.0,0,0.0,1,0.1979299932718277,0.13864000141620636,0.24873000383377075,0.06086000055074692,0.3538399934768677,0.4754,2,1,120.21,2,0.0,233.0
1.0,0,0.0,1,0.20555999875068665,0.135670006275177,0.24661999940872192,0.05954999849200249,0.35260000824928284,0.144,47,4,84.88,5,0.0,233.0
5.0,0,0.0,1,0.19121000170707703,0.14977000653743744,0.24690000712871552,0.06089000031352043,0.3512299954891205,0.7906,5,1,100.24,2,0.0,293.0
5.0,0,0.0,0,0.18599000573158264,0.13805000483989716,0.24830999970436096,0.05855000019073486,0.36910998821258545,0.2263,95,1,-8.04,6,0.0,293.0
5.0,0,0.0,1,0.19207000732421875,0.14350999891757965,0.2556299865245819,0.05967000126838684,0.3491300046443939,0.8057,41,3,91.41,5,0.0,293.0
4.0,0,0.0,1,0.1848199963569641,0.14094999432563782,0.25060001015663147,0.06949999928474426,0.35412999987602234,0.9666,186,3,25.47,2,0.6249,2482.0
5.0,0,0.0,1,0.1979299932718277,0.13864000141620636,0.24873000383377075,0.06086000055074692,0.3538399934768677,0.6696,3,1,93.81,4,0.8977,293.0
4.0,0,1.0,1,0.1877100020647049,0.13621999323368073,0.2476699948310852,0.0644799992442131,0.3639200031757355,0.5854,28,1,59.98,14,0.5854,293.0
5.0,0,0.0,1,0.18649999797344208,0.1370999962091446,0.26291999220848083,0.060180000960826874,0.35328999161720276,0.5949,22,2,102.61,3,0.6369,293.0
5.0,0,1.0,1,0.18560999631881714,0.1372399926185608,0.26225000619888306,0.0602400004863739,0.354669988155365,0.25,30,1,74.87,13,0.4588,293.0
5.0,0,0.0,1,0.19078999757766724,0.13640999794006348,0.24883000552654266,0.05987999960780144,0.36410000920295715,0.82,16,1,72.16,4,0.0,293.0
5.0,0,0.0,1,0.19211000204086304,0.14560000598430634,0.24730999767780304,0.06095999851822853,0.35401999950408936,0.6124,4,1,75.88,2,0.0,293.0
4.0,0,0.0,1,0.19336000084877014,0.1367799937725067,0.24889999628067017,0.06504999846220016,0.35589998960494995,0.6369,26,1,62.01,8,0.6249,328.5
5.0,0,0.0,1,0.18560999631881714,0.15065999329090118,0.2505800127983093,0.059450000524520874,0.35370001196861267,-0.6369,48,1,31.22,10,0.7184,328.5
5.0,0,0.0,1,0.19401000440120697,0.1419599950313568,0.2534500062465668,0.06024999916553497,0.3503200113773346,0.8519,6,1,56.93,2,0.0,57.5
5.0,0,0.0,1,0.18750999867916107,0.13864000141620636,0.24873000383377075,0.07126999646425247,0.3538399934768677,0.0,5,1,100.24,2,0.0,57.5
5.0,0,0.0,1,0.18850000202655792,0.1386300027370453,0.264490008354187,0.059700001031160355,0.3486799895763397,0.6249,25,3,79.97,3,0.6369,57.5
2.0,0,0.0,1,0.1973000019788742,0.1348399966955185,0.2512800097465515,0.05917999893426895,0.35740000009536743,-0.2247,78,6,83.66,5,0.0,57.5
5.0,0,0.0,1,0.18529999256134033,0.1395300030708313,0.24581000208854675,0.06015000119805336,0.36921000480651855,0.6249,11,1,68.77,2,0.6249,57.5
5.0,0,0.0,1,0.19905999302864075,0.14112000167369843,0.24773000180721283,0.06007000058889389,0.3520199954509735,0.2263,27,3,96.18,3,0.6696,57.5
4.0,0,0.0,1,0.20205000042915344,0.1386599987745285,0.24476000666618347,0.06227000057697296,0.3522700071334839,-0.9645,48,3,55.24,5,0.5563,57.5
5.0,0,0.0,1,0.19074000418186188,0.13804000616073608,0.2592799961566925,0.059790000319480896,0.35214000940322876,0.0516,33,1,63.36,9,0.34,57.5
5.0,0,0.0,1,0.18568000197410583,0.13665999472141266,0.2485000044107437,0.07026000320911407,0.3589000105857849,-0.5423,20,1,68.1,9,0.0,112.5
2.0,0,0.0,0,0.185479998588562,0.1547500044107437,0.24581000208854675,0.05974999815225601,0.3542099893093109,0.7652,209,2,-17.68,2,0.0,112.5
3.0,0,0.0,1,0.18317000567913055,0.13842999935150146,0.27125999331474304,0.061879999935626984,0.34525999426841736,0.9209,66,1,21.41,11,0.0,112.5
4.0,0,0.0,1,0.18501000106334686,0.1346299946308136,0.25088000297546387,0.062300000339746475,0.3671700060367584,0.9394,57,4,73.88,11,0.7659,112.5
4.0,0,0.0,0,0.19271999597549438,0.13806000351905823,0.24767999351024628,0.061159998178482056,0.36037999391555786,0.2382,11,1,102.61,2,0.0,112.5
5.0,0,0.0,1,0.1937199980020523,0.1343899965286255,0.24796000123023987,0.06328000128269196,0.36065998673439026,0.9359,96,3,64.38,6,0.836,112.5
5.0,0,0.0,1,0.2027300000190735,0.13684000074863434,0.24692000448703766,0.05998999997973442,0.35352998971939087,0.7841,16,1,38.32,12,0.7841,112.5
5.0,0,1.0,1,0.2009499967098236,0.13725000619888306,0.2537499964237213,0.061000000685453415,0.34703999757766724,0.9022,103,2,44.58,9,0.0,112.5
5.0,0,0.0,1,0.18978999555110931,0.1485300064086914,0.24934999644756317,0.06055999919772148,0.3517700135707855,0.8687,11,2,91.27,2,0.0,112.5
5.0,0,0.0,1,0.1916400045156479,0.14692999422550201,0.24834999442100525,0.06061999872326851,0.35245999693870544,0.6369,4,1,33.58,2,0.0,112.5
3.0,0,0.0,1,0.19288000464439392,0.1362600028514862,0.250789999961853,0.06977000087499619,0.35030001401901245,0.8978,140,1,-70.63,5,0.4588,177.5
5.0,0,0.0,1,0.20510999858379364,0.13739000260829926,0.24646000564098358,0.060309998691082,0.35071998834609985,0.6908,7,1,81.29,7,0.34,177.5
5.0,0,0.0,0,0.18842999637126923,0.13708999752998352,0.2541100084781647,0.06716000288724899,0.3532100021839142,0.8957,30,5,82.31,8,-0.128,177.5
5.0,0,0.0,1,0.1894800066947937,0.14010000228881836,0.2513499855995178,0.061500001698732376,0.35756999254226685,0.0,2,1,77.91,5,0.3612,177.5
5.0,0,0.0,1,0.19528000056743622,0.13788999617099762,0.24728000164031982,0.060430001467466354,0.3591200113296509,0.5994,10,1,95.17,2,0.0,177.5
5.0,0,0.0,1,0.19256000220775604,0.1462399959564209,0.24769000709056854,0.061149999499320984,0.3523600101470947,0.4926,2,1,77.91,2,0.4926,177.5
5.0,0,0.0,1,0.18427999317646027,0.13624000549316406,0.25977998971939087,0.06503999978303909,0.3546600043773651,-0.6801,26,2,83.66,3,0.2263,177.5
4.0,0,0.0,1,0.1859699934720993,0.15007999539375305,0.24785000085830688,0.06023000180721283,0.35587000846862793,0.1454,20,1,85.02,7,0.2023,177.5
4.0,0,0.0,1,0.19099000096321106,0.13356000185012817,0.2665899991989136,0.05861999839544296,0.35023999214172363,0.3976,130,6,74.83,7,0.6249,177.5
5.0,0,1.0,1,0.19439999759197235,0.13537999987602234,0.2487500011920929,0.05956999957561493,0.3618899881839752,0.9217,53,1,43.06,4,0.5719,177.5
5.0,0,0.0,1,0.18844999372959137,0.13992999494075775,0.26080000400543213,0.05950000137090683,0.35131001472473145,0.9088,47,3,80.92,7,0.4201,241.0
3.0,0,0.0,1,0.18750999867916107,0.13864000141620636,0.24873000383377075,0.06086000055074692,0.3642599880695343,0.0,8,1,88.74,2,0.0,241.0
5.0,0,0.0,1,0.1867399960756302,0.15254999697208405,0.24772000312805176,0.06061000004410744,0.35238999128341675,-0.085,6,1,73.85,2,0.0,241.0
5.0,0,0.0,1,0.1998700052499771,0.1411300003528595,0.2501400113105774,0.05964000150561333,0.3492099940776825,0.7845,38,2,60.65,12,0.6369,241.0
5.0,0,0.0,1,0.18390999734401703,0.1439100056886673,0.2446800023317337,0.059700001031160355,0.3677999973297119,0.6478,21,1,75.54,5,0.4019,241.0
1.0,0,0.0,0,0.18801000714302063,0.13933999836444855,0.2439499944448471,0.06414999812841415,0.36456000804901123,-0.555,51,5,86.5,4,0.0,241.0
5.0,0,0.0,1,0.18828000128269196,0.14959000051021576,0.24546000361442566,0.06007000058889389,0.35659998655319214,0.6249,13,1,75.2,2,0.0,241.0
3.0,0,0.0,1,0.18433000147342682,0.1425500065088272,0.24706000089645386,0.05962999910116196,0.36643001437187195,0.1154,34,3,76.93,8,-0.5563,3.0
1.0,0,0.0,1,0.19683000445365906,0.13864000141620636,0.2498299926519394,0.06086000055074692,0.3538399934768677,0.0,8,1,71.82,13,-0.1779,3.0
5.0,0,0.0,1,0.18661999702453613,0.1388999968767166,0.26273998618125916,0.059700001031160355,0.3520300090312958,-0.0258,24,3,71.82,10,0.2057,3.0
5.0,0,0.0,1,0.1902499943971634,0.1382399946451187,0.24799999594688416,0.07071000337600708,0.3527899980545044,0.4404,2,1,120.21,2,0.0,22.5
4.0,0,1.0,1,0.18750999867916107,0.14905999600887299,0.24873000383377075,0.06086000055074692,0.3538399934768677,0.0,5,1,66.4,2,0.0,22.5
5.0,0,0.0,0,0.18010999262332916,0.14178000390529633,0.2551400065422058,0.05894000083208084,0.36403000354766846,0.9919,733,31,72.9,11,0.6369,22.5
5.0,0,0.0,1,0.1920900046825409,0.13583999872207642,0.2646600008010864,0.05962999910116196,0.347790002822876,0.7777,42,3,82.65,4,0.0,22.5
5.0,0,0.0,0,0.18379999697208405,0.14729000627994537,0.24848000705242157,0.06955000013113022,0.3508799970149994,0.34,51,3,37.3,17,0.0,22.5
1.0,0,0.0,0,0.18550999462604523,0.14645999670028687,0.2455900013446808,0.059530001133680344,0.3628999888896942,-0.7605,120,10,76.22,1,0.0,22.5
5.0,0,0.0,1,0.18809999525547028,0.14237000048160553,0.2559100091457367,0.060120001435279846,0.3534899950027466,0.7845,17,2,105.15,3,0.6808,22.5
5.0,0,0.0,1,0.19791999459266663,0.13865000009536743,0.24874000251293182,0.06086000055074692,0.3538399934768677,0.0,2,1,35.61,2,0.0,22.5
5.0,0,0.0,1,0.20175999402999878,0.13597999513149261,0.2439499944448471,0.06330999732017517,0.35499998927116394,0.7039,37,2,86.54,6,0.5562,22.5
5.0,0,0.0,1,0.19160999357700348,0.13774999976158142,0.25606000423431396,0.06046999990940094,0.3541100025177002,0.6369,10,1,103.63,2,0.0,22.5
3.0,0,0.0,0,0.1866600066423416,0.13225999474525452,0.2711299955844879,0.05883000046014786,0.3511199951171875,0.3299,232,1,-147.09,4,0.0,66.0
5.0,0,0.0,1,0.20250999927520752,0.13937999308109283,0.24643999338150024,0.05967000126838684,0.35199999809265137,0.904,45,2,74.02,9,0.5106,66.0
4.0,0,0.0,1,0.18615999817848206,0.13625000417232513,0.24469000101089478,0.059790000319480896,0.37310001254081726,0.4005,42,1,45.77,7,0.0,66.0
4.0,0,0.0,1,0.18901999294757843,0.1512800008058548,0.24442000687122345,0.05948999896645546,0.3557699918746948,-0.0258,34,2,71.14,13,-0.296,66.0
5.0,0,0.0,1,0.18577000498771667,0.13649000227451324,0.2567799985408783,0.05987999960780144,0.36107000708580017,-0.6486,17,1,96.52,2,0.0,66.0
4.0,0,0.0,1,0.18382999300956726,0.13996000587940216,0.26638999581336975,0.057500001043081284,0.3523100018501282,-0.67,263,14,77.77,9,0.2382,2396.0
5.0,0,0.0,1,0.18573999404907227,0.1378999948501587,0.2443699985742569,0.05976000055670738,0.3722200095653534,0.8553,32,2,80.62,5,0.296,66.0
5.0,0,0.0,1,0.19791999459266663,0.13865000009536743,0.24874000251293182,0.06086000055074692,0.3538399934768677,0.0,2,1,35.61,2,0.0,66.0
2.0,0,0.0,0,0.1862100064754486,0.13638000190258026,0.2646600008010864,0.059870000928640366,0.35286998748779297,-0.296,19,3,90.46,9,0.0,66.0
5.0,0,0.0,0,0.18953999876976013,0.13982999324798584,0.252020001411438,0.065420001745224,0.35319000482559204,0.2756,116,5,64.85,10,0.7574,66.0
5.0,0,0.0,1,0.18750999867916107,0.13864000141620636,0.2591499984264374,0.06086000055074692,0.3538399934768677,0.5719,3,1,93.81,2,0.0,122.5
4.0,0,0.0,1,0.18750999867916107,0.14905999600887299,0.24873000383377075,0.06086000055074692,0.3538399934768677,0.6588,2,1,77.91,2,0.0,122.5
